asset_age_years,past_failures,current_condition_score,last_maintained_days_ago,traffic_load_trains_per_day,asset_type,observed_urgency_score
16.5,3,53.8,537,183,Signal,42.64
26.5,1,36.8,399,89,S&T (Points/Crossing),39.91
32.5,3,35.7,463,39,Signal,50.43
26.2,2,79.3,356,153,Track (Rail/Ballast),37.69
18.2,2,65.8,635,174,S&T (Points/Crossing),54.95
6.6,4,48.0,462,203,Track (Rail/Ballast),49.61
21.5,3,63.1,431,82,Signal,48.82
39.9,2,25.0,270,123,S&T (Points/Crossing),63.2
24.1,4,42.7,629,154,OHE (Overhead Equipment),59.01
30.9,1,64.5,52,197,OHE (Overhead Equipment),32.88
33.4,3,41.0,343,78,Track (Rail/Ballast),49.4
19.3,1,39.9,217,133,S&T (Points/Crossing),46.5
31.1,6,90.3,230,149,Track (Rail/Ballast),38.09
11.9,3,51.5,492,131,Track (Rail/Ballast),41.56
39.8,2,30.3,455,176,Track (Rail/Ballast),64.89
37.4,1,44.6,389,33,Signal,49.61
18.6,3,49.9,67,64,Track (Rail/Ballast),31.12
21.5,0,84.3,284,182,S&T (Points/Crossing),31.71
28.9,8,36.5,617,48,Signal,62.73
17.7,3,37.3,220,181,Signal,49.43
10.9,2,88.9,48,65,Track (Rail/Ballast),15.62
16.1,2,63.1,408,80,S&T (Points/Crossing),41.87
14.4,4,70.4,80,119,S&T (Points/Crossing),25.02
4.2,0,49.6,70,194,Signal,32.29
39.2,2,19.5,695,70,S&T (Points/Crossing),65.17
39.6,2,56.2,374,142,S&T (Points/Crossing),48.32
14.6,5,43.4,713,73,S&T (Points/Crossing),48.06
21.2,6,90.0,44,96,Track (Rail/Ballast),20.47
33.1,4,25.0,649,46,Track (Rail/Ballast),54.77
14.6,0,80.9,324,76,Track (Rail/Ballast),36.58
1.5,3,76.2,412,149,Signal,31.38
11.3,3,49.5,226,174,OHE (Overhead Equipment),48.62
